r,n,g,nu_minus,cutoff_gain,r_c
1.5511022044088176,1,1.3,0.3584350063838414,2.0,0.3095196042031118
1.5571142284569137,1,1.3,0.3577365883770539,2.0,0.3095196042031118
1.56312625250501,1,1.3,0.35704651789587466,2.0,0.3095196042031118
1.5691382765531061,1,1.3,0.356364695170276,2.0,0.3095196042031118
1.5751503006012024,1,1.3,0.3556910216226867,2.0,0.3095196042031118
1.5811623246492985,1,1.3,0.35502539985373915,2.0,0.3095196042031118
1.5871743486973948,1,1.3,0.35436773362818774,2.0,0.3095196042031118
1.593186372745491,1,1.3,0.3537179278609952,2.0,0.3095196042031118
1.5991983967935872,1,1.3,0.35307588860358524,2.0,0.3095196042031118
1.6052104208416833,1,1.3,0.35244152303025933,2.0,0.3095196042031118
1.6112224448897796,1,1.3,0.35181473942477615,2.0,0.3095196042031118
1.6172344689378757,1,1.3,0.35119544716709156,2.0,0.3095196042031118
1.623246492985972,1,1.3,0.3505835567202562,2.0,0.3095196042031118
1.629258517034068,1,1.3,0.34997897961747093,2.0,0.3095196042031118
1.6352705410821644,1,1.3,0.3493816284492959,2.0,0.3095196042031118
1.6412825651302605,1,1.3,0.348791416851013,2.0,0.3095196042031118
1.6472945891783568,1,1.3,0.34820825949013956,2.0,0.3095196042031118
1.653306613226453,1,1.3,0.34763207205409086,2.0,0.3095196042031118
1.659318637274549,1,1.3,0.34706277123799006,2.0,0.3095196042031118
1.6653306613226453,1,1.3,0.3465002747326244,2.0,0.3095196042031118
1.6713426853707414,1,1.3,0.34594450121254466,2.0,0.3095196042031118
1.6773547094188377,1,1.3,0.34539537032430734,2.0,0.3095196042031118
1.6833667334669338,1,1.3,0.3448528026748573,2.0,0.3095196042031118
1.68937875751503,1,1.3,0.3443167198200487,2.0,0.3095196042031118
1.6953907815631262,1,1.3,0.34378704425330425,2.0,0.3095196042031118
1.7014028056112225,1,1.3,0.34326369939440876,2.0,0.3095196042031118
1.7074148296593186,1,1.3,0.3427466095784376,2.0,0.3095196042031118
1.7134268537074149,1,1.3,0.34223570004481685,2.0,0.3095196042031118
1.719438877755511,1,1.3,0.3417308969265146,2.0,0.3095196042031118
1.7254509018036073,1,1.3,0.34123212723936125,2.0,0.3095196042031118
1.7314629258517034,1,1.3,0.3407393188714976,2.0,0.3095196042031118
1.7374749498997997,1,1.3,0.3402524005729488,2.0,0.3095196042031118
1.7434869739478958,1,1.3,0.339771301945323,2.0,0.3095196042031118
1.749498997995992,1,1.3,0.3392959534316335,2.0,0.3095196042031118
1.7555110220440882,1,1.3,0.33882628630624195,2.0,0.3095196042031118
1.7615230460921842,1,1.3,0.3383622326649222,2.0,0.3095196042031118
1.7675350701402806,1,1.3,0.3379037254150426,2.0,0.3095196042031118
1.7735470941883766,1,1.3,0.33745069826586593,2.0,0.3095196042031118
1.779559118236473,1,1.3,0.3370030857189649,2.0,0.3095196042031118
1.785571142284569,1,1.3,0.3365608230587529,2.0,0.3095196042031118
1.7915831663326653,1,1.3,0.33612384634312675,2.0,0.3095196042031118
1.7975951903807614,1,1.3,0.3356920923942226,2.0,0.3095196042031118
1.8036072144288577,1,1.3,0.33526549878928136,2.0,0.3095196042031118
1.8096192384769538,1,1.3,0.3348440038516238,2.0,0.3095196042031118
1.8156312625250501,1,1.3,0.3344275466417333,2.0,0.3095196042031118
1.8216432865731462,1,1.3,0.3340160669484454,2.0,0.3095196042031118
1.8276553106212425,1,1.3,0.3336095052802421,2.0,0.3095196042031118
1.8336673346693386,1,1.3,0.3332078028566512,2.0,0.3095196042031118
1.839679358717435,1,1.3,0.3328109015997473,2.0,0.3095196042031118
1.845691382765531,1,1.3,0.3324187441257553,2.0,0.3095196042031118
1.8517034068136273,1,1.3,0.33203127373675356,2.0,0.3095196042031118
1.8577154308617234,1,1.3,0.331648434412477,2.0,0.3095196042031118
1.8637274549098197,1,1.3,0.3312701708022172,2.0,0.3095196042031118
1.8697394789579158,1,1.3,0.3308964282168202,2.0,0.3095196042031118
1.875751503006012,1,1.3,0.3305271526207793,2.0,0.3095196042031118
1.8817635270541082,1,1.3,0.33016229062442304,2.0,0.3095196042031118
1.8877755511022043,1,1.3,0.32980178947619554,2.0,0.3095196042031118
1.8937875751503006,1,1.3,0.32944559705503035,2.0,0.3095196042031118
1.8997995991983967,1,1.3,0.32909366186281436,2.0,0.3095196042031118
1.905811623246493,1,1.3,0.3287459330169423,2.0,0.3095196042031118
1.911823647294589,1,1.3,0.32840236024296054,2.0,0.3095196042031118
1.9178356713426854,1,1.3,0.32806289386729787,2.0,0.3095196042031118
1.9238476953907815,1,1.3,0.32772748481008407,2.0,0.3095196042031118
1.9298597194388778,1,1.3,0.3273960845780539,2.0,0.3095196042031118
1.9358717434869739,1,1.3,0.327068645257536,2.0,0.3095196042031118
1.9418837675350702,1,1.3,0.3267451195075254,2.0,0.3095196042031118
1.9478957915831663,1,1.3,0.3264254605528392,2.0,0.3095196042031118
1.9539078156312626,1,1.3,0.3261096221773538,2.0,0.3095196042031118
1.9599198396793587,1,1.3,0.32579755871732263,2.0,0.3095196042031118
1.965931863727455,1,1.3,0.32548922505477484,2.0,0.3095196042031118
1.971943887775551,1,1.3,0.32518457661099137,2.0,0.3095196042031118
1.9779559118236474,1,1.3,0.3248835693400604,2.0,0.3095196042031118
1.9839679358717435,1,1.3,0.3245861597225088,2.0,0.3095196042031118
1.9899799599198396,1,1.3,0.3242923047590104,2.0,0.3095196042031118
1.9959919839679359,1,1.3,0.32400196196416897,2.0,0.3095196042031118
2.002004008016032,1,1.3,0.32371508936037574,2.0,0.3095196042031118
2.0080160320641283,1,1.3,0.3234316454717405,2.0,0.3095196042031118
