r,nu_minus,log_negativity,teleportation_fidelity
1.7859531772575252,0.27809013795027815,1.279809980613815,0.7824174291836241
1.7959866220735787,0.2775908802732552,1.2816069029307158,0.7827231827031489
1.8060200668896322,0.27710154129339815,1.2833712649006037,0.783023093831082
1.8160535117056857,0.27662192395704516,1.2851036005749816,0.783317269767997
1.8260869565217392,0.27615183512537766,1.2868044372636562,0.7836058159190386
1.8361204013377928,0.27569108549664484,1.2884742955460724,0.7838888359172673
1.8461538461538463,0.2752394895299327,1.2901136892857763,0.7841664316469772
1.8561872909698998,0.27479686537044823,1.291723125647881,0.7844387032669758
1.8662207357859533,0.2743630347762873,1.2933031051194113,0.7847057492338112
1.8762541806020068,0.2739378230466585,1.2948541215324068,0.7849676663249322
1.8862876254180603,0.2735210589515311,1.2963766620896653,0.7852245496617728
1.8963210702341138,0.273112574662683,1.2978712073930052,0.7854764927327457
1.9063545150501673,0.27271220568611665,1.2993382314739395,0.785723587416137
1.9163879598662208,0.27231979079581875,1.300778201826643,0.7859659240028904
1.9264214046822743,0.2719351719688352,1.3021915794431085,0.7862035912192715
1.9364548494983278,0.2715581943216366,1.3035788188503799,0.7864366762494027
1.9464882943143813,0.27118870604774753,1.30494036814976,0.7866652647576611
1.9565217391304348,0.27082655835661507,1.306276669057894,0.7868894409109314
1.9665551839464883,0.27047160541369186,1.3075881569496226,0.7871092874007045
1.9765886287625418,0.2701237042817092,1.308875260902513,0.7873248854650171
1.9866220735785953,0.26978271486311745,1.3101384037429706,0.7875363149102247
1.9966555183946488,0.2694484998436696,1.311378002093841,0.7877436541326003
2.0066889632107023,0.26912092463712545,1.3125944664234122,0.7879469801397576
2.016722408026756,0.26879985733105505,1.3137882010957274,0.7881463685718875
2.0267558528428093,0.26848516863371774,1.3149596044221332,0.7883418937228076
2.036789297658863,0.2681767318219981,1.3161090687139654,0.7885336285608183
2.0468227424749164,0.2678744226903744,1.3172369803363106,0.788721644749362
2.05685618729097,0.26757811950090254,1.3183437197627546,0.7889060126674804
2.0668896321070234,0.2672877029341927,1.3194296616310446,0.7890868014300677
2.076923076923077,0.26700305604136015,1.3204951747995999,0.7892640789079169
2.0869565217391304,0.26672406419693073,1.3215406224047936,0.7894379117475543
2.096989966555184,0.2664506150526821,1.3225663619189396,0.789608365390862
2.1070234113712374,0.26618259849240145,1.3235727452089248,0.7897755040944839
2.117056856187291,0.26591990658754255,1.3245601185954157,0.7899393909490171
2.1270903010033444,0.26566243355376407,1.325528822912584,0.7901000878979798
2.137123745819398,0.2654100757083301,1.3264791935682927,0.7902576557565631
2.1471571906354514,0.26516273142835833,1.3274115606046841,0.7904121542301583
2.157190635451505,0.2649203011098973,1.3283262487591143,0.7905636419326622
2.1672240802675584,0.26468268712781573,1.3292235775253893,0.7907121764045582
2.177257525083612,0.26444979379649064,1.3301038612152407,0.7908578141307736
2.1872909698996654,0.26422152733127435,1.3309674090200072,0.7910006105583123
2.197324414715719,0.26399779581072846,1.3318145250724618,0.7911406201136607
2.2073578595317724,0.2637785091396079,1.3326455085087492,0.7912778962199708
2.217391304347826,0.26356357901257954,1.3334606535303897,0.7914124913140159
2.2274247491638794,0.26335291887866286,1.334260249466306,0.7915444568629234
2.237458193979933,0.263146443906376,1.3350445808348361,0.7916738433806806
2.247491638795987,0.2629440709495747,1.3358139274056962,0.7918007004444195
2.25752508361204,0.2627457185139701,1.3365685642618548,0.7919250767104753
2.267558528428094,0.2625513067243113,1.337308761861287,0.7920470199302233
2.277591973244147,0.2623607572922203,1.3380347860985775,0.7921665769656946
2.287625418060201,0.2621739934846655,1.338746898366337,0.7922837938049698
2.297658862876254,0.2619909400930622,1.3394453556164079,0.792398715577354
2.307692307692308,0.261811523402986,1.3401304104208291,0.7925113865683322
2.317725752508361,0.26163567116448927,1.3408023110325338,0.7926218502343075
2.327759197324415,0.2614633125630057,1.3414613014457548,0.7927301492171248
2.3377926421404682,0.2612943781908345,1.342107621456115,0.7928363253583768
2.347826086956522,0.2611288000191898,1.34274150672038,0.7929404197135008
2.3578595317725752,0.2609665113708061,1.3433631888158524,0.7930424725656612
2.367892976588629,0.2608074468930879,1.3439728952993844,0.7931425234394229
2.3779264214046822,0.2606515425317925,1.3445708497659958,0.7932406111142174
2.387959866220736,0.2604987355052356,1.345157271907078,0.7933367736376016
2.3979933110367893,0.2603489642790099,1.3457323775681598,0.7934310483383115
2.408026755852843,0.26020216854120526,1.3462963788062345,0.793523471839116
2.4180602006688963,0.26005828917812157,1.3468494839466192,0.7936140800694659
2.42809364548495,0.2599172682504642,1.3473918976393409,0.7937029082779472
2.4381270903010033,0.25977904897001197,1.3479238209150357,0.7937899910445361
2.448160535117057,0.2596435756767491,1.3484454512403485,0.7938753622926593
2.4581939799331103,0.2595107938164512,1.3489569825728225,0.7939590553010618
2.468227424749164,0.25938064991871657,1.3494586054152682,0.7940411027154836
2.4782608695652173,0.2592530915754342,1.3499505068696047,0.7941215365601476
2.488294314381271,0.259128067419679,1.3504328706901638,0.7942003882490619
2.4983277591973243,0.2590055271050272,1.3509058773364473,0.794277688597136
2.508361204013378,0.2588854212852818,1.351369704025336,0.7943534678311168
2.5183946488294313,0.25876770159460094,1.3518245247827392,0.7944277556003422
2.528428093645485,0.2586523206280221,1.3522705104946784,0.7945005809873183
2.5384615384615383,0.2585392319223716,1.3527078289578096,0.7945719725181212
2.548494983277592,0.25842838993755457,1.3531366449293658,0.7946419581726234
2.5585284280936453,0.25831975003821606,1.3535571201765306,0.7947105653945503
2.568561872909699,0.2582132684757671,1.3539694135252258,0.7947778211013675
2.578595317725753,0.2581089023707669,1.3543736809083229,0.7948437516939993
2.588628762541806,0.2580066096956557,1.3547700754132703,0.7949083830663861
2.59866220735786,0.2579063492578308,1.3551587473291316,0.7949717406148745
2.608695652173913,0.2578080806830583,1.3555398441930415,0.7950338492474508
2.618729096989967,0.25771176439921495,1.3559135108360734,0.7950947333928143
2.62876254180602,0.2576173616203521,1.3562798894285197,0.795154417009296
2.638795986622074,0.25752483433107765,1.356639119524585,0.7952129235936208
2.648829431438127,0.2574341452712468,1.356991338106494,0.7952702761895221
2.658862876254181,0.2573452579209583,1.3573366796280106,0.795326497396202
2.668896321070234,0.2572581364858474,1.3576752760573783,0.7953816093766491
2.678929765886288,0.257172745882672,1.358007256919672,0.7954356338658067
2.688963210702341,0.2570890517251855,1.3583327493385713,0.7954885921786007
