n,eta,r_c,boundary,n_max
3.953294412010008,0.5,,0.5,0
3.9616346955796495,0.5,,0.5,0
3.969974979149291,0.5,,0.5,0
3.978315262718932,0.5,,0.5,0
3.9866555462885738,0.5,,0.5,0
3.994995829858215,0.5,,0.5,0
4.0033361134278564,0.5,,0.5,0
4.011676396997498,0.5,,0.5,0
4.02001668056714,0.5,,0.5,0
4.028356964136781,0.5,,0.5,0
4.036697247706422,0.5,,0.5,0
4.045037531276063,0.5,,0.5,0
4.053377814845705,0.5,,0.5,0
4.061718098415346,0.5,,0.5,0
4.070058381984987,0.5,,0.5,0
4.078398665554628,0.5,,0.5,0
4.08673894912427,0.5,,0.5,0
4.095079232693911,0.5,,0.5,0
4.1034195162635525,0.5,,0.5,0
4.1117597998331945,0.5,,0.5,0
4.120100083402836,0.5,,0.5,0
4.128440366972477,0.5,,0.5,0
4.136780650542118,0.5,,0.5,0
4.14512093411176,0.5,,0.5,0
4.153461217681401,0.5,,0.5,0
4.161801501251042,0.5,,0.5,0
4.170141784820684,0.5,,0.5,0
4.178482068390325,0.5,,0.5,0
4.186822351959966,0.5,,0.5,0
4.195162635529607,0.5,,0.5,0
4.2035029190992494,0.5,,0.5,0
4.211843202668891,0.5,,0.5,0
4.220183486238532,0.5,,0.5,0
4.228523769808174,0.5,,0.5,0
4.236864053377815,0.5,,0.5,0
4.245204336947456,0.5,,0.5,0
4.253544620517097,0.5,,0.5,0
4.261884904086739,0.5,,0.5,0
4.27022518765638,0.5,,0.5,0
4.278565471226021,0.5,,0.5,0
4.286905754795663,0.5,,0.5,0
4.295246038365304,0.5,,0.5,0
4.3035863219349455,0.5,,0.5,0
4.311926605504587,0.5,,0.5,0
4.320266889074229,0.5,,0.5,0
4.32860717264387,0.5,,0.5,0
4.336947456213511,0.5,,0.5,0
4.345287739783153,0.5,,0.5,0
4.353628023352794,0.5,,0.5,0
4.361968306922435,0.5,,0.5,0
4.370308590492076,0.5,,0.5,0
4.378648874061718,0.5,,0.5,0
4.386989157631359,0.5,,0.5,0
4.395329441201,0.5,,0.5,0
4.4036697247706424,0.5,,0.5,0
4.412010008340284,0.5,,0.5,0
4.420350291909925,0.5,,0.5,0
4.428690575479566,0.5,,0.5,0
4.437030859049208,0.5,,0.5,0
4.445371142618849,0.5,,0.5,0
4.45371142618849,0.5,,0.5,0
4.462051709758132,0.5,,0.5,0
4.470391993327773,0.5,,0.5,0
4.478732276897414,0.5,,0.5,0
4.487072560467055,0.5,,0.5,0
4.495412844036697,0.5,,0.5,0
4.5037531276063385,0.5,,0.5,0
4.51209341117598,0.5,,0.5,0
4.520433694745621,0.5,,0.5,0
4.528773978315263,0.5,,0.5,0
4.537114261884904,0.5,,0.5,0
4.545454545454545,0.5,,0.5,0
4.553794829024187,0.5,,0.5,0
4.562135112593828,0.5,,0.5,0
4.570475396163469,0.5,,0.5,0
4.57881567973311,0.5,,0.5,0
4.587155963302752,0.5,,0.5,0
4.595496246872393,0.5,,0.5,0
4.603836530442035,0.5,,0.5,0
4.612176814011677,0.5,,0.5,0
4.620517097581318,0.5,,0.5,0
4.628857381150959,0.5,,0.5,0
4.6371976647206,0.5,,0.5,0
4.645537948290242,0.5,,0.5,0
4.653878231859883,0.5,,0.5,0
4.662218515429524,0.5,,0.5,0
4.670558798999166,0.5,,0.5,0
4.678899082568807,0.5,,0.5,0
4.687239366138448,0.5,,0.5,0
4.6955796497080895,0.5,,0.5,0
4.7039199332777315,0.5,,0.5,0
4.712260216847373,0.5,,0.5,0
4.720600500417014,0.5,,0.5,0
4.728940783986656,0.5,,0.5,0
4.737281067556297,0.5,,0.5,0
4.745621351125938,0.5,,0.5,0
4.753961634695579,0.5,,0.5,0
4.762301918265221,0.5,,0.5,0
4.770642201834862,0.5,,0.5,0
4.778982485404503,0.5,,0.5,0
4.787322768974145,0.5,,0.5,0
4.795663052543786,0.5,,0.5,0
4.804003336113428,0.5,,0.5,0
4.812343619683069,0.5,,0.5,0
4.820683903252711,0.5,,0.5,0
4.829024186822352,0.5,,0.5,0
4.837364470391993,0.5,,0.5,0
4.845704753961635,0.5,,0.5,0
4.854045037531276,0.5,,0.5,0
4.862385321100917,0.5,,0.5,0
4.870725604670558,0.5,,0.5,0
4.8790658882402,0.5,,0.5,0
4.887406171809841,0.5,,0.5,0
4.8957464553794825,0.5,,0.5,0
4.9040867389491245,0.5,,0.5,0
4.912427022518766,0.5,,0.5,0
4.920767306088407,0.5,,0.5,0
4.929107589658048,0.5,,0.5,0
4.93744787322769,0.5,,0.5,0
4.945788156797331,0.5,,0.5,0
4.954128440366972,0.5,,0.5,0
4.962468723936614,0.5,,0.5,0
4.970809007506255,0.5,,0.5,0
4.979149291075896,0.5,,0.5,0
4.987489574645537,0.5,,0.5,0
4.995829858215179,0.5,,0.5,0
5.004170141784821,0.5,,0.5,0
5.012510425354462,0.5,,0.5,0
5.020850708924103,0.5,,0.5,0
5.029190992493745,0.5,,0.5,0
5.037531276063386,0.5,,0.5,0
5.045871559633027,0.5,,0.5,0
5.054211843202669,0.5,,0.5,0
5.06255212677231,0.5,,0.5,0
5.070892410341951,0.5,,0.5,0
5.079232693911592,0.5,,0.5,0
5.087572977481234,0.5,,0.5,0
5.0959132610508755,0.5,,0.5,0
5.104253544620517,0.5,,0.5,0
5.112593828190159,0.5,,0.5,0
5.1209341117598,0.5,,0.5,0
5.129274395329441,0.5,,0.5,0
5.137614678899082,0.5,,0.5,0
5.145954962468724,0.5,,0.5,0
5.154295246038365,0.5,,0.5,0
5.162635529608006,0.5,,0.5,0
5.170975813177648,0.5,,0.5,0
5.179316096747289,0.5,,0.5,0
5.18765638031693,0.5,,0.5,0
5.1959966638865716,0.5,,0.5,0
5.204336947456214,0.5,,0.5,0
5.212677231025855,0.5,,0.5,0
5.221017514595496,0.5,,0.5,0
5.229357798165138,0.5,,0.5,0
5.237698081734779,0.5,,0.5,0
5.24603836530442,0.5,,0.5,0
5.254378648874061,0.5,,0.5,0
5.262718932443703,0.5,,0.5,0
5.271059216013344,0.5,,0.5,0
5.279399499582985,0.5,,0.5,0
5.287739783152627,0.5,,0.5,0
5.2960800667222685,0.5,,0.5,0
5.30442035029191,0.5,,0.5,0
5.312760633861551,0.5,,0.5,0
5.321100917431193,0.5,,0.5,0
5.329441201000834,0.5,,0.5,0
5.337781484570475,0.5,,0.5,0
5.346121768140117,0.5,,0.5,0
5.354462051709758,0.5,,0.5,0
5.362802335279399,0.5,,0.5,0
5.37114261884904,0.5,,0.5,0
5.379482902418682,0.5,,0.5,0
5.387823185988323,0.5,,0.5,0
5.3961634695579646,0.5,,0.5,0
5.404503753127607,0.5,,0.5,0
5.412844036697248,0.5,,0.5,0
5.421184320266889,0.5,,0.5,0
5.42952460383653,0.5,,0.5,0
5.437864887406172,0.5,,0.5,0
5.446205170975813,0.5,,0.5,0
5.454545454545454,0.5,,0.5,0
5.462885738115095,0.5,,0.5,0
5.471226021684737,0.5,,0.5,0
5.479566305254378,0.5,,0.5,0
5.4879065888240195,0.5,,0.5,0
5.4962468723936615,0.5,,0.5,0
5.504587155963303,0.5,,0.5,0
5.512927439532944,0.5,,0.5,0
5.521267723102585,0.5,,0.5,0
5.529608006672227,0.5,,0.5,0
5.537948290241868,0.5,,0.5,0
5.546288573811509,0.5,,0.5,0
5.554628857381151,0.5,,0.5,0
5.562969140950792,0.5,,0.5,0
5.571309424520433,0.5,,0.5,0
5.579649708090074,0.5,,0.5,0
5.587989991659716,0.5,,0.5,0
5.5963302752293576,0.5,,0.5,0
5.604670558798999,0.5,,0.5,0
5.613010842368641,0.5,,0.5,0
5.621351125938282,0.5,,0.5,0
5.629691409507923,0.5,,0.5,0
5.638031693077564,0.5,,0.5,0
5.646371976647206,0.5,,0.5,0
5.654712260216847,0.5,,0.5,0
5.663052543786488,0.5,,0.5,0
5.67139282735613,0.5,,0.5,0
5.679733110925771,0.5,,0.5,0
5.6880733944954125,0.5,,0.5,0
5.696413678065054,0.5,,0.5,0
5.704753961634696,0.5,,0.5,0
5.713094245204337,0.5,,0.5,0
5.721434528773978,0.5,,0.5,0
