r,alpha,beta,gamma,nu_minus_closed,nu_minus_exact,abs_error
1.6153846153846154,12.66931871184535,10.903312074462892,11.482418663615277,0.26999509423223955,0.2699950942322392,3.3306690738754696e-16
1.625418060200669,12.925327282761181,11.114918518839083,11.715883679882044,0.26932184837617834,0.26932184837617734,9.992007221626409e-16
1.6354515050167224,13.186540799893537,11.330827163560002,11.954066607200406,0.2686620165924941,0.2686620165924935,6.106226635438361e-16
1.645484949832776,13.453064452246766,11.551124953649087,12.19706336030423,0.268015330990368,0.26801533099036773,2.7755575615628914e-16
1.6555183946488294,13.72500556718253,11.775900601610392,12.444971792424074,0.26738152904858037,0.2673815290485794,9.43689570931383e-16
1.665551839464883,14.002473653639859,12.005244623152564,12.697891734692071,0.26676035350738125,0.26676035350738053,7.216449660063518e-16
1.6755852842809364,14.285580446233684,12.239249373638916,12.955925036343277,0.26615155226255494,0.26615155226255544,4.996003610813204e-16
1.68561872909699,14.574439950249653,12.478009085278352,13.219175605729705,0.2655548782616148,0.2655548782616147,5.551115123125783e-17
1.6956521739130435,14.869168487553331,12.721619905072082,13.487749452163545,0.2649700894021142,0.2649700894021123,1.887379141862766e-15
1.705685618729097,15.16988474343226,12.97017993353137,13.761754728606443,0.26439694843195805,0.264396948431958,5.551115123125783e-17
1.7157190635451505,15.476709814389764,13.223789264182003,14.041301775221998,0.26383522285178485,0.26383522285178423,6.106226635438361e-16
1.725752508361204,15.789767256909737,13.482550023871315,14.326503163809035,0.26328468481930145,0.26328468481929845,2.9976021664879227e-15
1.7357859531772575,16.10918313721204,13.746566413893984,14.617473743133543,0.2627451110555271,0.26274511105552706,5.551115123125783e-17
1.745819397993311,16.435086082018557,14.01594475195326,14.914330685177546,0.2622162827529747,0.2622162827529739,8.326672684688674e-16
1.7558528428093645,16.767607330350355,14.29079351497439,15.217193532323492,0.2616979854856476,0.2616979854856464,1.2212453270876722e-15
1.7658862876254182,17.10688078637679,14.5712233827876,15.526184245493221,0.2611900091208759,0.26119000912087575,1.6653345369377348e-16
1.7759197324414717,17.453043073337845,14.857347282698129,15.841427253260813,0.26069214773293814,0.26069214773293575,2.3869795029440866e-15
1.7859531772575252,17.80623358856145,15.149280434961355,16.163049501959208,0.26020419951842355,0.26020419951842383,2.7755575615628914e-16
1.7959866220735787,18.166594559597883,15.447140399181226,16.491180506800664,0.2597259667132932,0.25972596671328957,3.608224830031759e-15
1.8060200668896322,18.534271101493886,15.751047121650789,16.825952404031703,0.25925725551164513,0.25925725551164386,1.27675647831893e-15
1.8160535117056857,18.909411275229555,16.061122983653743,17.16750000414352,0.25879787598609166,0.2587978759860897,1.942890293094024e-15
1.8260869565217392,19.29216614734157,16.37749285074665,17.515960846159306,0.25834764200978766,0.2583476420097867,9.43689570931383e-16
1.8361204013377928,19.682689850756695,16.700284123041456,17.871475253020346,0.2579063711799771,0.257906371179978,8.881784197001252e-16
1.8461538461538463,20.081139646860112,17.029626786508693,18.23418638809314,0.25747388474312694,0.25747388474312777,8.326672684688674e-16
1.8561872909698998,20.487675988823604,17.36565346532204,18.604240312820377,0.2570500075216017,0.25705000752160173,5.551115123125783e-17
1.8662207357859533,20.902462586218974,17.708499475265157,18.981786045538943,0.2566345678417357,0.25663456784173594,2.220446049250313e-16
1.8762541806020068,21.32566647094287,18.058302878222545,19.366975621488645,0.25622739746345274,0.2562273974634532,4.440892098500626e-16
1.8862876254180603,21.757458064479437,18.415204537776123,19.759964154035845,0.2558283315112078,0.2558283315112055,2.3314683517128287e-15
1.8963210702341138,22.19801124652796,18.779348175930156,20.160909897136573,0.25543720840646394,0.2554372084064631,8.326672684688674e-16
1.9063545150501673,22.64750342502311,19.150880430987105,20.569974309064428,0.25505386980137157,0.2550538698013697,1.887379141862766e-15
1.9163879598662208,23.106115607575955,19.529950916597986,20.98732211742873,0.2546781605139427,0.2546781605139433,6.106226635438361e-16
1.9264214046822743,23.574032474364582,19.916712282010792,21.413121385509314,0.2543099284644066,0.2543099284644055,1.1102230246251565e-15
1.9364548494983278,24.051442452503622,20.311320273541394,21.84754357993454,0.2539490246129274,0.2539490246129263,1.1102230246251565e-15
1.9464882943143813,24.538537791922607,20.71393379729155,22.290763639729754,0.25359530289857213,0.25359530289857385,1.7208456881689926e-15
1.9565217391304348,25.035514642783827,21.124714983139402,22.742960046764143,0.25324862017950606,0.2532486201795037,2.3314683517128287e-15
1.9665551839464883,25.54257313447069,21.543829250028093,23.20431489762424,0.2529088361743379,0.2529088361743381,2.220446049250313e-16
1.9765886287625418,26.05991745617858,21.971445372578973,23.675013976943024,0.25257581340479984,0.25257581340479934,4.996003610813204e-16
1.9866220735785953,26.58775593914051,22.407735549055985,24.155246832214228,0.2522494171393791,0.2522494171393774,1.7208456881689926e-15
1.9966555183946488,27.126301140520777,22.85287547070886,24.64520685012187,0.2519295153382868,0.2519295153382857,1.0547118733938987e-15
2.0066889632107023,27.675769929010364,23.307044392522812,25.145091334415838,0.2516159785994087,0.2516159785994066,2.1094237467877974e-15
2.016722408026756,28.23638357215858,23.7704252054034,25.655101585364854,0.2513086801053958,0.25130868010539303,2.7755575615628914e-15
2.0267558528428093,28.808367825476026,24.243204509825468,26.175442980818755,0.25100749557180746,0.2510074955718101,2.6645352591003757e-15
2.036789297658863,29.39195302334501,24.72557269097605,26.70632505891292,0.2507123031963321,0.25071230319632803,4.052314039881821e-15
2.0468227424749164,29.987374171773553,25.21772399542115,27.247961602447806,0.2504229836089886,0.2504229836089872,1.4432899320127035e-15
2.05685618729097,30.59487104303098,25.719856609327692,27.800570724978055,0.2501394198233595,0.2501394198233574,2.1094237467877974e-15
2.0668896321070234,31.214688272202487,26.232172738271693,28.364374958645246,0.2498614971888183,0.24986149718881823,8.326672684688674e-17
2.076923076923077,31.847075455702303,26.754878688665297,28.939601343790372,0.24958910334367015,0.24958910334366843,1.7208456881689926e-15
2.0869565217391304,32.492287251784376,27.288184950834893,29.526481520381278,0.24932212816933105,0.2493221281693331,2.0539125955565396e-15
2.096989966555184,33.1505834830918,27.832306283784362,30.12525182129284,0.24906046374531493,0.24906046374531257,2.3592239273284576e-15
2.1070234113712374,33.82222924128554,28.387461801676977,30.736153367476458,0.24880400430521493,0.24880400430520994,4.9960036108132044e-15
2.117056856187291,34.507494993795326,28.953875062071468,31.359432165058138,0.24855264619354545,0.24855264619354184,3.608224830031759e-15
2.1270903010033444,35.20665669273495,29.53177415594701,31.99533920440335,0.24830628782345188,0.24830628782345376,1.887379141862766e-15
2.137123745819398,35.919995886026626,30.12139179955417,32.64413056118949,0.24806482963523835,0.24806482963523402,4.3298697960381105e-15
2.1471571906354514,36.6477998307783,30.722965428128113,33.30606749952561,0.24782817405585836,0.24782817405585655,1.8041124150158794e-15
2.157190635451505,37.39036160896047,31.33673729150237,33.98141657716212,0.24759622545901405,0.24759622545901103,3.0253577421035516e-15
2.1672240802675584,38.147980245428165,31.962954551661106,34.67044975283157,0.24736889012624558,0.24736889012624716,1.582067810090848e-15
2.177257525083612,38.920960828336625,32.60186938226992,35.37344449576495,0.2471460762087563,0.2471460762087547,1.609823385706477e-15
2.1872909698996654,39.70961463199801,33.25373907022427,36.09068389742654,0.24692769368989162,0.24692769368988599,5.6343818499726694e-15
