r,series,nu_minus,ordering
1.623246492985972,best,0.49551487005725875,amp -> thermal -> loss
1.623246492985972,median,0.5793948700572588,loss -> amp -> thermal
1.623246492985972,worst,0.6333948700572587,loss -> thermal -> amp
1.629258517034068,best,0.4950858528439361,amp -> thermal -> loss
1.629258517034068,median,0.5789658528439361,loss -> amp -> thermal
1.629258517034068,worst,0.6329658528439361,loss -> thermal -> amp
1.6352705410821644,best,0.49466196326498113,amp -> thermal -> loss
1.6352705410821644,median,0.5785419632649811,loss -> amp -> thermal
1.6352705410821644,worst,0.6325419632649811,loss -> thermal -> amp
1.6412825651302605,best,0.49424314003466113,amp -> thermal -> loss
1.6412825651302605,median,0.5781231400346611,loss -> amp -> thermal
1.6412825651302605,worst,0.6321231400346612,loss -> thermal -> amp
1.6472945891783568,best,0.49382932259973367,amp -> thermal -> loss
1.6472945891783568,median,0.5777093225997336,loss -> amp -> thermal
1.6472945891783568,worst,0.6317093225997337,loss -> thermal -> amp
1.653306613226453,best,0.4934204511306914,amp -> thermal -> loss
1.653306613226453,median,0.5773004511306914,loss -> amp -> thermal
1.653306613226453,worst,0.6313004511306914,loss -> thermal -> amp
1.659318637274549,best,0.49301646651311215,amp -> thermal -> loss
1.659318637274549,median,0.5768964665131121,loss -> amp -> thermal
1.659318637274549,worst,0.6308964665131122,loss -> thermal -> amp
1.6653306613226453,best,0.4926173103391123,amp -> thermal -> loss
1.6653306613226453,median,0.5764973103391123,loss -> amp -> thermal
1.6653306613226453,worst,0.6304973103391123,loss -> thermal -> amp
1.6713426853707414,best,0.49222292489890185,amp -> thermal -> loss
1.6713426853707414,median,0.5761029248989019,loss -> amp -> thermal
1.6713426853707414,worst,0.6301029248989019,loss -> thermal -> amp
1.6773547094188377,best,0.4918332531724412,amp -> thermal -> loss
1.6773547094188377,median,0.5757132531724412,loss -> amp -> thermal
1.6773547094188377,worst,0.6297132531724412,loss -> thermal -> amp
1.6833667334669338,best,0.4914482388211968,amp -> thermal -> loss
1.6833667334669338,median,0.5753282388211968,loss -> amp -> thermal
1.6833667334669338,worst,0.6293282388211968,loss -> thermal -> amp
1.68937875751503,best,0.4910678261799961,amp -> thermal -> loss
1.68937875751503,median,0.5749478261799961,loss -> amp -> thermal
1.68937875751503,worst,0.6289478261799961,loss -> thermal -> amp
1.6953907815631262,best,0.4906919602489794,amp -> thermal -> loss
1.6953907815631262,median,0.5745719602489794,loss -> amp -> thermal
1.6953907815631262,worst,0.6285719602489794,loss -> thermal -> amp
1.7014028056112225,best,0.49032058668564776,amp -> thermal -> loss
1.7014028056112225,median,0.5742005866856478,loss -> amp -> thermal
1.7014028056112225,worst,0.6282005866856477,loss -> thermal -> amp
1.7074148296593186,best,0.4899536517970067,amp -> thermal -> loss
1.7074148296593186,median,0.5738336517970067,loss -> amp -> thermal
1.7074148296593186,worst,0.6278336517970067,loss -> thermal -> amp
1.7134268537074149,best,0.48959110253180266,amp -> thermal -> loss
1.7134268537074149,median,0.5734711025318027,loss -> amp -> thermal
1.7134268537074149,worst,0.6274711025318027,loss -> thermal -> amp
1.719438877755511,best,0.48923288647285357,amp -> thermal -> loss
1.719438877755511,median,0.5731128864728536,loss -> amp -> thermal
1.719438877755511,worst,0.6271128864728536,loss -> thermal -> amp
1.7254509018036073,best,0.4888789518294698,amp -> thermal -> loss
1.7254509018036073,median,0.5727589518294698,loss -> amp -> thermal
1.7254509018036073,worst,0.6267589518294698,loss -> thermal -> amp
1.7314629258517034,best,0.48852924742996656,amp -> thermal -> loss
1.7314629258517034,median,0.5724092474299666,loss -> amp -> thermal
1.7314629258517034,worst,0.6264092474299665,loss -> thermal -> amp
1.7374749498997997,best,0.4881837227142656,amp -> thermal -> loss
1.7374749498997997,median,0.5720637227142655,loss -> amp -> thermal
1.7374749498997997,worst,0.6260637227142656,loss -> thermal -> amp
1.7434869739478958,best,0.4878423277265849,amp -> thermal -> loss
1.7434869739478958,median,0.5717223277265849,loss -> amp -> thermal
1.7434869739478958,worst,0.625722327726585,loss -> thermal -> amp
1.749498997995992,best,0.4875050131082168,amp -> thermal -> loss
1.749498997995992,median,0.5713850131082168,loss -> amp -> thermal
1.749498997995992,worst,0.6253850131082168,loss -> thermal -> amp
1.7555110220440882,best,0.48717173009039094,amp -> thermal -> loss
1.7555110220440882,median,0.5710517300903909,loss -> amp -> thermal
1.7555110220440882,worst,0.625051730090391,loss -> thermal -> amp
1.7615230460921842,best,0.48684243048722364,amp -> thermal -> loss
1.7615230460921842,median,0.5707224304872236,loss -> amp -> thermal
1.7615230460921842,worst,0.6247224304872236,loss -> thermal -> amp
1.7675350701402806,best,0.4865170666887514,amp -> thermal -> loss
1.7675350701402806,median,0.5703970666887513,loss -> amp -> thermal
1.7675350701402806,worst,0.6243970666887514,loss -> thermal -> amp
1.7735470941883766,best,0.48619559165404713,amp -> thermal -> loss
1.7735470941883766,median,0.5700755916540472,loss -> amp -> thermal
1.7735470941883766,worst,0.6240755916540471,loss -> thermal -> amp
1.779559118236473,best,0.48587795890441937,amp -> thermal -> loss
1.779559118236473,median,0.5697579589044193,loss -> amp -> thermal
1.779559118236473,worst,0.6237579589044193,loss -> thermal -> amp
1.785571142284569,best,0.4855641225166919,amp -> thermal -> loss
1.785571142284569,median,0.569444122516692,loss -> amp -> thermal
